contract_award_unique_key,award_id_piid,parent_award_id_piid,federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,current_total_value_of_award,base_and_all_options_value,potential_total_value_of_award,primary_place_of_performance_city_name,primary_place_of_performance_state_code,type_of_contract_pricing,contract_bundling,naics_description,extent_competed,solicitation_procedures,type_of_set_aside,evaluated_preference,number_of_offers_received,commercial_item_acquisition_procedures,small_business_competitiveness_demonstration_program,performance_based_service_acquisition,multi_year_contract,woman_owned_business,women_owned_small_business,economically_disadvantaged_women_owned_small_business,minority_owned_business,subcontinent_asian_asian_indian_american_owned_business,asian_pacific_american_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,other_minority_owned_business
CONT_AWD_0035_6800_EPW17011_6800,0035,EPW17011,82070.56,4801740.49,82070.56,5559614.7,82070.56,7090620.48,SEATTLE,WA,TIME AND MATERIALS,NOT BUNDLED,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,t
CONT_AWD_68HERD19F0142_6800_GS06F0054R_4730,68HERD19F0142,GS06F0054R,112542.0,2393509.0,0.0,4127244.0,0.0,10373700.0,CORVALLIS,OR,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3.0,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_0068_6800_EPS21502_6800,0068,EPS21502,-378009.66,621990.34,-378009.66,621990.34,-378009.66,621990.34,NEW YORK,NY,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,2.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_0070_6800_EPS21502_6800,0070,EPS21502,-1109.92,88890.08,-1109.92,88890.08,-1109.92,88890.08,NEW YORK,NY,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,2.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0B20F0069_6800_GS07F226BA_4732,68HE0B20F0069,GS07F226BA,0.0,158053.0,0.0,158053.0,0.0,158053.0,DURHAM,NC,FIRM FIXED PRICE,NOT BUNDLED,INSTITUTIONAL FURNITURE MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,2.0,COMMERCIAL ITEM,f,NOT APPLICABLE,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_EPD16010_6800_-NONE-_-NONE-,EPD16010,,4900.0,10200452.87,0.0,10900902.88,0.0,10900902.88,NARRAGANSETT,RI,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,FACILITIES SUPPORT SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,3.0,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,YES,f,f,f,t,f,f,t,f,f,f
CONT_AWD_EP16H000177_6800_-NONE-_-NONE-,EP16H000177,,182231.46,5539413.54,0.0,6360302.65,0.0,6386559.94,WASHINGTON,DC,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,OFFICE ADMINISTRATIVE SERVICES,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,8(A) SOLE SOURCE,NO PREFERENCE USED,1.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,,f,f,f,t,f,f,f,f,t,f
CONT_AWD_68HE0S18F0212_6800_EPW12009_6800,68HE0S18F0212,EPW12009,0.0,577267.28,0.0,577267.28,0.0,577267.28,ANCHORAGE,AK,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,f,t,f
CONT_AWD_68HE0620F0012_6800_47QTCA18D009F_4732,68HE0620F0012,47QTCA18D009F,12687.34,12687.34,12687.34,12687.34,12687.34,12687.34,DALLAS,TX,FIRM FIXED PRICE,NOT BUNDLED,ELECTRONIC COMPUTER MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,4.0,COMMERCIAL ITEM,f,NOT APPLICABLE,,f,f,f,t,t,f,f,f,f,f
CONT_AWD_EPC16001_6800_-NONE-_-NONE-,EPC16001,,105000.0,11164396.24,0.0,14226200.0,0.0,29389277.0,WESTFORD,MA,COST PLUS FIXED FEE,NOT A BUNDLED REQUIREMENT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,3.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0519F0122_6800_EPS41602_6800,68HE0519F0122,EPS41602,200000.0,1629999.41,200000.0,1629999.41,200000.0,1629999.41,CHICAGO,IL,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,2.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERD19F0073_6800_EPD16021_6800,68HERD19F0073,EPD16021,0.0,87275.02,0.0,87275.02,0.0,87275.02,CORVALLIS,OR,FIRM FIXED PRICE,NOT BUNDLED,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0719F0166_6800_EPS71302_6800,68HE0719F0166,EPS71302,-58049.53,41950.47,-58049.53,41950.47,-58049.53,41950.47,SEATTLE,WA,FIRM FIXED PRICE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERH20F0257_6800_68HERH20D0001_6800,68HERH20F0257,68HERH20D0001,145000.0,145000.0,208448.0,208448.0,208448.0,208448.0,SILVER SPRING,MD,TIME AND MATERIALS,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_EPD16019_6800_-NONE-_-NONE-,EPD16019,,5282.22,994590.72,0.0,1005312.24,0.0,1271985.36,DULUTH,MN,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,SECURITY GUARDS AND PATROL SERVICES,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,8(A) SOLE SOURCE,NO PREFERENCE USED,1.0,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HE0820F0042_6800_GS23F0253R_4730,68HE0820F0042,GS23F0253R,3761.0,51703.0,3761.0,51703.0,3761.0,74703.0,DENVER,CO,FIRM FIXED PRICE,NOT BUNDLED,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,t,f,f,t,f,f,f,t,f,f
CONT_AWD_68HE0B20P0350_6800_-NONE-_-NONE-,68HE0B20P0350,,119662.15,119662.15,119662.15,119662.15,119662.15,119662.15,DURHAM,NC,FIRM FIXED PRICE,NOT BUNDLED,SOFTWARE PUBLISHERS,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,NO PREFERENCE USED,2.0,COMMERCIAL ITEM,f,NOT APPLICABLE,,t,t,t,t,t,f,f,f,f,f
CONT_AWD_EPD16020_6800_-NONE-_-NONE-,EPD16020,,0.0,926314.66,0.0,1933236.0,0.0,2988505.0,CINCINNATI,OH,COST PLUS FIXED FEE,NOT A BUNDLED REQUIREMENT,ENVIRONMENTAL CONSULTING SERVICES,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,8(A) SOLE SOURCE,NO PREFERENCE USED,1.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,YES,t,t,t,f,f,f,f,f,f,f
CONT_IDV_EPR71503_6800,EPR71503,,0.0,0.0,,,0.0,2164712.12,,,ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER),NOT A BUNDLED REQUIREMENT,TESTING LABORATORIES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,3.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,NOT APPLICABLE,NO,t,t,t,f,f,f,f,f,f,f
CONT_AWD_EP187000001_6800_-NONE-_-NONE-,EP187000001,,-47006.76,2316795.25,0.0,2366802.01,0.0,2366802.01,LENEXA,KS,FIRM FIXED PRICE,NOT BUNDLED,COMPUTER FACILITIES MANAGEMENT SERVICES,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,8(A) SOLE SOURCE,NO PREFERENCE USED,1.0,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,,t,t,t,t,f,f,f,f,t,f
CONT_AWD_0006_6800_EPC18008_6800,0006,EPC18008,5653.28,86847.58,0.0,418978.45,0.0,680078.91,CINCINNATI,OH,FIRM FIXED PRICE,NOT BUNDLED,GRAPHIC DESIGN SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,t,t,t,f,f,f,f,f,f,f
CONT_AWD_68HE0719F0120_6800_EPS71302_6800,68HE0719F0120,EPS71302,-58812.18,267144.56,-58812.18,267144.56,-58812.18,267144.56,SEATTLE,WA,FIRM FIXED PRICE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0520F0047_6800_68HE0920D0006_6800,68HE0520F0047,68HE0920D0006,1278048.0,1843686.0,0.0,2134324.0,0.0,6486328.0,CHICAGO,IL,FIRM FIXED PRICE,NOT BUNDLED,OTHER COMPUTER RELATED SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,t,t,f,f,f,f,t,f
CONT_AWD_68HE0618F0285_6800_EPW06004_6800,68HE0618F0285,EPW06004,0.0,976000.0,0.0,976000.0,0.0,976000.0,LEWISVILLE,TX,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,ARCHITECT-ENGINEER FAR 6.102,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0320F0021_6800_68HE0318D0006_6800,68HE0320F0021,68HE0318D0006,0.0,803864.11,0.0,803864.11,0.0,2394157.75,COLMAR,PA,COST PLUS FIXED FEE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,YES,f,f,f,t,f,t,f,f,f,f
CONT_AWD_0074_6800_EPS21502_6800,0074,EPS21502,-188834.24,511165.76,-188834.24,511165.76,-188834.24,511165.76,FENTON,MO,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,2.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0119F0014_6800_68HE0118D0006_6800,68HE0119F0014,68HE0118D0006,115640.9,181601.2,115640.9,360563.51,115640.9,360563.51,JOHNSTON,RI,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,t,f,f,f,f
CONT_AWD_0039_6800_EPW11024_6800,0039,EPW11024,-61395.09,455178.6,0.0,544735.97,0.0,544735.97,CHICAGO,IL,FIXED PRICE LEVEL OF EFFORT,NOT A BUNDLED REQUIREMENT,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,t,f,f,f,f,f,t
CONT_AWD_68HE0320F0027_6800_68HE0320D0001_6800,68HE0320F0027,68HE0320D0001,0.0,120000.0,0.0,120000.0,0.0,120000.0,PHILADELPHIA,PA,FIRM FIXED PRICE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,,NO PREFERENCE USED,,SUPPLIES OR SERVICES PURSUANT TO FAR 12.102(F),f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,f,t,f
CONT_AWD_68HERC20F0316_6800_68HERC19D0005_6800,68HERC20F0316,68HERC19D0005,101842.0,101842.0,101842.0,101842.0,101842.0,101842.0,ANN ARBOR,MI,FIRM FIXED PRICE,NOT BUNDLED,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,t,f,f,f
CONT_AWD_EP14C000163_6800_-NONE-_-NONE-,EP14C000163,,0.0,186296.0,0.0,221565.0,0.0,221565.0,ANN ARBOR,MI,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,NO PREFERENCE USED,1.0,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_0072_6800_EPS21502_6800,0072,EPS21502,-505614.08,1744385.92,-505614.08,1744385.92,-505614.08,1744385.92,FENTON,MO,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,2.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_0025_6800_EPS21502_6800,0025,EPS21502,-5047.08,1194081.72,-5047.08,1194081.72,-5047.08,1194081.72,FENTON,MO,TIME AND MATERIALS,NOT A BUNDLED REQUIREMENT,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,2.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_IDV_68HE0H18A0002_6800,68HE0H18A0002,GS10F0052R,0.0,0.0,,,0.0,3300000.0,,,ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER),NOT BUNDLED,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,,4.0,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,,f,f,f,t,t,f,f,f,f,f
CONT_AWD_0012_6800_EPW11024_6800,0012,EPW11024,616.81,5519890.06,0.0,5954745.51,0.0,5954745.51,DENVER,CO,COST PLUS FIXED FEE,NOT A BUNDLED REQUIREMENT,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,t,f,f,f,f,f,t
CONT_AWD_0012_6800_EPW11024_6800,0012,EPW11024,332.13,5519890.06,0.0,5954745.51,0.0,5954745.51,DENVER,CO,COST PLUS FIXED FEE,NOT A BUNDLED REQUIREMENT,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,t,f,f,f,f,f,t
CONT_AWD_0002_6800_EPW14035_6800,0002,EPW14035,3170.0,197645.0,3170.0,197645.0,3170.0,197645.0,WEST COLUMBIA,SC,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,TESTING LABORATORIES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,4.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_EPC16017_6800_-NONE-_-NONE-,EPC16017,,61000.0,5299799.21,0.0,11721719.2,0.0,15868191.8,SANDWICH,MA,COST PLUS FIXED FEE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,2.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,f
CONT_IDV_EPS41607_6800,EPS41607,,214757.64,1987268.09,,,0.0,6209335.49,,,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,FACILITIES SUPPORT SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,NO PREFERENCE USED,5.0,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,t,f,f,f,f
CONT_AWD_68HERH19F0328_6800_GS00Q17GWD2285_4732,68HERH19F0328,GS00Q17GWD2285,0.0,233963.0,0.0,233963.0,0.0,233963.0,WASHINGTON,DC,TIME AND MATERIALS,NOT BUNDLED,COMPUTER SYSTEMS DESIGN SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,8(A) SOLE SOURCE,NO PREFERENCE USED,1.0,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,,t,t,t,t,f,f,f,t,f,f
CONT_AWD_68HE0719F0167_6800_68HE0718D0005_6800,68HE0719F0167,68HE0718D0005,0.0,7341503.0,0.0,7341503.0,0.0,7341503.0,POTOSI,MO,FIRM FIXED PRICE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0919F0117_6800_68HE0919D0001_6800,68HE0919F0117,68HE0919D0001,326000.0,566000.0,326000.0,566000.0,326000.0,566000.0,CASTELLA,CA,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_0017_6800_EPW17011_6800,0017,EPW17011,16382.32,2012054.05,0.0,2472677.88,0.0,3106834.13,CINCINNATI,OH,TIME AND MATERIALS,NOT BUNDLED,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,t
CONT_AWD_0015_6800_EPS21502_6800,0015,EPS21502,-43.63,14331.97,-43.63,14331.97,-43.63,14331.97,FENTON,MO,TIME AND MATERIALS,NOT A BUNDLED REQUIREMENT,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,2.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_EPD14035_6800_-NONE-_-NONE-,EPD14035,,0.0,8355182.25,23409.45,10692945.45,23409.45,13455289.45,DURHAM,NC,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,FACILITIES SUPPORT SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,8A COMPETED,NO PREFERENCE USED,2.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HE0920F0072_6800_EPS91401_6800,68HE0920F0072,EPS91401,255202.93,799912.82,255202.93,799912.82,255202.93,799912.82,SAN FRANCISCO,CA,FIRM FIXED PRICE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,ARCHITECT-ENGINEER FAR 6.102,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,f
CONT_AWD_0012_6800_EPS21502_6800,0012,EPS21502,-10066.01,14933.99,-10066.01,14933.99,-10066.01,14933.99,FENTON,MO,TIME AND MATERIALS,NOT A BUNDLED REQUIREMENT,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,2.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0219F0002_6800_EPS21502_6800,68HE0219F0002,EPS21502,-9286.01,60713.99,-9286.01,60713.99,-9286.01,60713.99,FENTON,MO,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,2.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_0075_6800_EPS21502_6800,0075,EPS21502,-15936.86,34063.14,-15936.86,34063.14,-15936.86,34063.14,FENTON,MO,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
